Series,Length,Method,Size,Cmpr,Date    Time,CRC-32,Name
mmwr,284816,Defl:X,96636,66.071%,2024-01-05 19:00,b3c35932,mmwr/volumes/66/wr/mm6636a8.htm
mmwr,282412,Defl:X,95829,66.068%,2024-01-05 19:00,368087eb,mmwr/volumes/66/wr/mm6636a9.htm
mmwr,284287,Defl:X,96323,66.118%,2024-01-05 19:00,eee515e9,mmwr/volumes/66/wr/mm6636a10.htm
mmwr,284332,Defl:X,96537,66.048%,2024-01-05 19:00,47f53246,mmwr/volumes/66/wr/mm6637a1.htm
mmwr,334773,Defl:X,106131,68.298%,2024-01-05 19:00,60e27ca0,mmwr/volumes/66/wr/mm6637a2.htm
mmwr,318778,Defl:X,104056,67.358%,2024-01-05 19:00,a9dc3198,mmwr/volumes/66/wr/mm6637a3.htm
mmwr,324047,Defl:X,104918,67.623%,2024-01-05 19:00,39f4e6bb,mmwr/volumes/66/wr/mm6637a4.htm
mmwr,308706,Defl:X,103103,66.602%,2024-01-05 19:00,33e124f0,mmwr/volumes/66/wr/mm6637a5.htm
mmwr,229816,Defl:X,72599,68.410%,2024-01-05 19:00,d2b01dd5,mmwr/volumes/66/wr/mm6637a6.htm
mmwr,322013,Defl:X,104121,67.666%,2024-01-05 19:00,37940e9e,mmwr/volumes/66/wr/mm6637e1.htm
mmwr,293451,Defl:X,99730,66.015%,2024-01-05 19:00,9b0a6488,mmwr/volumes/66/wr/mm6637a7.htm
mmwr,291668,Defl:X,99087,66.027%,2024-01-05 19:00,b8433443,mmwr/volumes/66/wr/mm6637a8.htm
mmwr,278437,Defl:X,94555,66.041%,2024-01-05 19:00,ba5961b2,mmwr/volumes/66/wr/mm6637a9.htm
mmwr,278481,Defl:X,94544,66.050%,2024-01-05 19:00,5d4434a8,mmwr/volumes/66/wr/mm6637a10.htm
mmwr,283344,Defl:X,96025,66.110%,2024-01-05 19:00,4406f330,mmwr/volumes/66/wr/mm6637a11.htm
mmwr,345827,Defl:X,106950,69.074%,2024-01-05 19:00,ba28eae3,mmwr/volumes/66/wr/mm6638a1.htm
mmwr,357630,Defl:X,108182,69.750%,2024-01-05 19:00,beb8002e,mmwr/volumes/66/wr/mm6638a2.htm
mmwr,302318,Defl:X,101828,66.318%,2024-01-05 19:00,3f10722a,mmwr/volumes/66/wr/mm6638a3.htm
mmwr,290200,Defl:X,98502,66.057%,2024-01-05 19:00,6fa95fad,mmwr/volumes/66/wr/mm6638a4.htm
mmwr,282125,Defl:X,95836,66.031%,2024-01-05 19:00,999c8d19,mmwr/volumes/66/wr/mm6638a5.htm
mmwr,285067,Defl:X,96700,66.078%,2024-01-05 19:00,0a9e0f32,mmwr/volumes/66/wr/mm6638a6.htm
mmwr,279267,Defl:X,94953,65.999%,2024-01-05 19:00,0e88be7c,mmwr/volumes/66/wr/mm6638a7.htm
mmwr,280913,Defl:X,95537,65.991%,2024-01-05 19:00,dc11877b,mmwr/volumes/66/wr/mm6638a8.htm
mmwr,283411,Defl:X,96075,66.100%,2024-01-05 19:00,7decf10d,mmwr/volumes/66/wr/mm6638a9.htm
mmwr,318745,Defl:X,104315,67.273%,2024-01-05 19:00,6e34019f,mmwr/volumes/66/wr/mm6639a1.htm
mmwr,319238,Defl:X,103518,67.573%,2024-01-05 19:00,010b7bc5,mmwr/volumes/66/wr/mm6639a2.htm
mmwr,337627,Defl:X,109983,67.425%,2024-01-05 19:00,ad377a43,mmwr/volumes/66/wr/mm6639a3.htm
mmwr,260957,Defl:X,77419,70.333%,2024-01-05 19:00,3bf583c2,mmwr/volumes/66/wr/mm6639e1.htm
mmwr,278500,Defl:X,94554,66.049%,2024-01-05 19:00,1b4e70e9,mmwr/volumes/66/wr/mm6639a4.htm
mmwr,278411,Defl:X,94526,66.048%,2024-01-05 19:00,53ea8eb1,mmwr/volumes/66/wr/mm6639a5.htm
mmwr,282553,Defl:X,96065,66.001%,2024-01-05 19:00,1b70f15e,mmwr/volumes/66/wr/mm6639a6.htm
mmwr,284283,Defl:X,96436,66.077%,2024-01-05 19:00,0ed89085,mmwr/volumes/66/wr/mm6640a1.htm
mmwr,344040,Defl:X,106581,69.021%,2024-01-05 19:00,0df9c3d7,mmwr/volumes/66/wr/mm6640a2.htm
mmwr,382276,Defl:X,112565,70.554%,2024-01-05 19:00,ae7b0561,mmwr/volumes/66/wr/mm6640a3.htm
mmwr,290086,Defl:X,98785,65.946%,2024-01-05 19:00,d2813782,mmwr/volumes/66/wr/mm6640a4.htm
mmwr,196800,Defl:X,64214,67.371%,2024-01-05 19:00,599cd37a,mmwr/volumes/66/wr/mm6640a5.htm
mmwr,197441,Defl:X,64430,67.367%,2024-01-05 19:00,848ab7dd,mmwr/volumes/66/wr/mm6640a6.htm
mmwr,282139,Defl:X,95857,66.025%,2024-01-05 19:00,bc1884c4,mmwr/volumes/66/wr/mm6640a7.htm
mmwr,278189,Defl:X,94836,65.910%,2024-01-05 19:00,1cff7a13,mmwr/volumes/66/wr/mm6640a8.htm
mmwr,284318,Defl:X,96470,66.070%,2024-01-05 19:00,a83bdb1e,mmwr/volumes/66/wr/mm6640a9.htm
mmwr,378785,Defl:X,116831,69.156%,2024-01-05 19:00,bdaadd58,mmwr/volumes/66/wr/mm6641a1.htm
mmwr,336502,Defl:X,106399,68.381%,2024-01-05 19:00,13a63b0a,mmwr/volumes/66/wr/mm6641a2.htm
mmwr,308451,Defl:X,102879,66.647%,2024-01-05 19:00,5316a347,mmwr/volumes/66/wr/mm6641a3.htm
mmwr,350847,Defl:X,110369,68.542%,2024-01-05 19:00,7a01c83e,mmwr/volumes/66/wr/mm6641a4.htm
mmwr,306027,Defl:X,101943,66.688%,2024-01-05 19:00,ce387a6e,mmwr/volumes/66/wr/mm6641a5.htm
mmwr,290812,Defl:X,98631,66.084%,2024-01-05 19:00,5ddac10c,mmwr/volumes/66/wr/mm6641a6.htm
mmwr,282657,Defl:X,95956,66.052%,2024-01-05 19:00,5875b975,mmwr/volumes/66/wr/mm6641a7.htm
mmwr,282578,Defl:X,95823,66.090%,2024-01-05 19:00,b7a8f53d,mmwr/volumes/66/wr/mm6641a8.htm
mmwr,317552,Defl:X,103775,67.320%,2024-01-05 19:00,8da214c5,mmwr/volumes/66/wr/mm6642a1.htm
mmwr,352859,Defl:X,107356,69.575%,2024-01-05 19:00,32eace47,mmwr/volumes/66/wr/mm6642a2.htm
mmwr,314984,Defl:X,103218,67.231%,2024-01-05 19:00,04832f81,mmwr/volumes/66/wr/mm6642a3.htm
mmwr,310064,Defl:X,103822,66.516%,2024-01-05 19:00,9a38f361,mmwr/volumes/66/wr/mm6642a4.htm
mmwr,307971,Defl:X,103114,66.518%,2024-01-05 19:00,5f739679,mmwr/volumes/66/wr/mm6642a5.htm
mmwr,337713,Defl:X,107558,68.151%,2024-01-05 19:00,ef1c41fc,mmwr/volumes/66/wr/mm6642a6.htm
mmwr,291782,Defl:X,99282,65.974%,2024-01-05 19:00,9476a319,mmwr/volumes/66/wr/mm6642a7.htm
mmwr,290916,Defl:X,98715,66.068%,2024-01-05 19:00,0a289d57,mmwr/volumes/66/wr/mm6642a8.htm
mmwr,292065,Defl:X,99173,66.044%,2024-01-05 19:00,d6022768,mmwr/volumes/66/wr/mm6642a9.htm
mmwr,281759,Defl:X,95342,66.162%,2024-01-05 19:00,9dfb3534,mmwr/volumes/66/wr/mm6642a10.htm
mmwr,284099,Defl:X,96475,66.042%,2024-01-05 19:00,f3a87ed7,mmwr/volumes/66/wr/mm6642a11.htm
mmwr,196246,Defl:X,64185,67.294%,2024-01-05 19:00,d7e8c9e0,mmwr/volumes/66/wr/mm6643a1.htm
mmwr,322536,Defl:X,104167,67.704%,2024-01-05 19:00,195c8c07,mmwr/volumes/66/wr/mm6643a2.htm
mmwr,346388,Defl:X,109504,68.387%,2024-01-05 19:00,f8c6189a,mmwr/volumes/66/wr/mm6643a3.htm
mmwr,310057,Defl:X,102968,66.791%,2024-01-05 19:00,52604bdb,mmwr/volumes/66/wr/mm6643a4.htm
mmwr,306874,Defl:X,102893,66.471%,2024-01-05 19:00,b536642e,mmwr/volumes/66/wr/mm6643a5.htm
mmwr,346191,Defl:X,107931,68.823%,2024-01-05 19:00,e9648030,mmwr/volumes/66/wr/mm6643a6.htm
mmwr,329448,Defl:X,104656,68.233%,2024-01-05 19:00,b9accf90,mmwr/volumes/66/wr/mm6643a7.htm
mmwr,334140,Defl:X,106850,68.022%,2024-01-05 19:00,e5761ca8,mmwr/volumes/66/wr/mm6643e1.htm
mmwr,282546,Defl:X,95906,66.057%,2024-01-05 19:00,dbcf35db,mmwr/volumes/66/wr/mm6643a8.htm
mmwr,285557,Defl:X,96741,66.122%,2024-01-05 19:00,8fa35f09,mmwr/volumes/66/wr/mm6643a9.htm
mmwr,283913,Defl:X,96529,66.001%,2024-01-05 19:00,22c1e0f6,mmwr/volumes/66/wr/mm6643a10.htm
mmwr,283825,Defl:X,96467,66.012%,2024-01-05 19:00,7a31f7d2,mmwr/volumes/66/wr/mm6644a1.htm
mmwr,341503,Defl:X,108905,68.110%,2024-01-05 19:00,af803b9a,mmwr/volumes/66/wr/mm6644a2.htm
mmwr,348467,Defl:X,107764,69.075%,2024-01-05 19:00,3ce8b00c,mmwr/volumes/66/wr/mm6644a3.htm
mmwr,324853,Defl:X,103592,68.111%,2024-01-05 19:00,6e07aea7,mmwr/volumes/66/wr/mm6644a4.htm
mmwr,308457,Defl:X,103563,66.425%,2024-01-05 19:00,da1987b1,mmwr/volumes/66/wr/mm6644a5.htm
mmwr,325120,Defl:X,106711,67.178%,2024-01-05 19:00,fbd50b53,mmwr/volumes/66/wr/mm6644a6.htm
mmwr,199023,Defl:X,64998,67.341%,2024-01-05 19:00,657bf375,mmwr/volumes/66/wr/mm6644a7.htm
mmwr,195649,Defl:X,63906,67.336%,2024-01-05 19:00,22758db0,mmwr/volumes/66/wr/mm6644a8.htm
mmwr,282748,Defl:X,96077,66.020%,2024-01-05 19:00,3e19d296,mmwr/volumes/66/wr/mm6644a9.htm
mmwr,192398,Defl:X,63044,67.233%,2024-01-05 19:00,738f0d46,mmwr/volumes/66/wr/mm6644a10.htm
mmwr,192422,Defl:X,63043,67.237%,2024-01-05 19:00,8134eac5,mmwr/volumes/66/wr/mm6644a11.htm
mmwr,192482,Defl:X,63054,67.242%,2024-01-05 19:00,a676ed11,mmwr/volumes/66/wr/mm6644a12.htm
mmwr,285069,Defl:X,96720,66.071%,2024-01-05 19:00,24d53121,mmwr/volumes/66/wr/mm6644a13.htm
mmwr,320952,Defl:X,82599,74.264%,2024-01-05 19:00,208ca517,mmwr/volumes/66/wr/mm6645a1.htm
mmwr,225913,Defl:X,72176,68.051%,2024-01-05 19:00,da4b0185,mmwr/volumes/66/wr/mm6645a2.htm
mmwr,228542,Defl:X,71682,68.635%,2024-01-05 19:00,44d5d071,mmwr/volumes/66/wr/mm6645a3.htm
mmwr,232255,Defl:X,71802,69.085%,2024-01-05 19:00,146316ad,mmwr/volumes/66/wr/mm6645a4.htm
mmwr,200042,Defl:X,65153,67.430%,2024-01-05 19:00,008ace4a,mmwr/volumes/66/wr/mm6645a5.htm
mmwr,191904,Defl:X,62866,67.241%,2024-01-05 19:00,4918b105,mmwr/volumes/66/wr/mm6645a6.htm
mmwr,191760,Defl:X,62828,67.236%,2024-01-05 19:00,9ef7cb68,mmwr/volumes/66/wr/mm6645a7.htm
mmwr,196419,Defl:X,64221,67.304%,2024-01-05 19:00,2d561a54,mmwr/volumes/66/wr/mm6645a8.htm
mmwr,229348,Defl:X,70154,69.412%,2024-01-05 19:00,8b9f5255,mmwr/volumes/66/wr/mm6646a1.htm
mmwr,215551,Defl:X,69615,67.704%,2024-01-05 19:00,629c102f,mmwr/volumes/66/wr/mm6646a2.htm
mmwr,224425,Defl:X,72369,67.754%,2024-01-05 19:00,8aac25d1,mmwr/volumes/66/wr/mm6646a3.htm
mmwr,222343,Defl:X,70742,68.183%,2024-01-05 19:00,841001bb,mmwr/volumes/66/wr/mm6646a4.htm
mmwr,198721,Defl:X,63987,67.801%,2024-01-05 19:00,2fb5e472,mmwr/volumes/66/wr/mm6646a5.htm
mmwr,193211,Defl:X,63272,67.252%,2024-01-05 19:00,aeb63175,mmwr/volumes/66/wr/mm6646a6.htm
mmwr,195284,Defl:X,63858,67.300%,2024-01-05 19:00,77c63df9,mmwr/volumes/66/wr/mm6646a7.htm
mmwr,196463,Defl:X,64006,67.421%,2024-01-05 19:00,a91e75a7,mmwr/volumes/66/wr/mm6647a1.htm
mmwr,262419,Defl:X,76930,70.684%,2024-01-05 19:00,0b9cb009,mmwr/volumes/66/wr/mm6647a2.htm
mmwr,224865,Defl:X,72017,67.973%,2024-01-05 19:00,bef72c99,mmwr/volumes/66/wr/mm6647a3.htm
mmwr,223786,Defl:X,71706,67.958%,2024-01-05 19:00,47829256,mmwr/volumes/66/wr/mm6647a4.htm
mmwr,255905,Defl:X,76846,69.971%,2024-01-05 19:00,a66eec9e,mmwr/volumes/66/wr/mm6647e1.htm
mmwr,205673,Defl:X,67356,67.251%,2024-01-05 19:00,1321ce71,mmwr/volumes/66/wr/mm6647a5.htm
mmwr,194332,Defl:X,63449,67.350%,2024-01-05 19:00,0ddbc1fe,mmwr/volumes/66/wr/mm6647a6.htm
mmwr,196409,Defl:X,64207,67.310%,2024-01-05 19:00,3079f3d6,mmwr/volumes/66/wr/mm6647a7.htm
mmwr,223761,Defl:X,70763,68.376%,2024-01-05 19:00,b2505cc5,mmwr/volumes/66/wr/mm6648a1.htm
mmwr,244636,Defl:X,76915,68.559%,2024-01-05 19:00,d7fea802,mmwr/volumes/66/wr/mm6648a2.htm
mmwr,236057,Defl:X,73764,68.752%,2024-01-05 19:00,c5f1f36a,mmwr/volumes/66/wr/mm6648a3.htm
mmwr,234977,Defl:X,72607,69.100%,2024-01-05 19:00,6baa15b2,mmwr/volumes/66/wr/mm6648a4.htm
mmwr,194373,Defl:X,63416,67.374%,2024-01-05 19:00,b0ea23cf,mmwr/volumes/66/wr/mm6648a5.htm
mmwr,194305,Defl:X,63314,67.415%,2024-01-05 19:00,84e968a3,mmwr/volumes/66/wr/mm6648a6.htm
mmwr,198548,Defl:X,64555,67.486%,2024-01-05 19:00,d353151c,mmwr/volumes/66/wr/mm6648a7.htm
mmwr,241970,Defl:X,72711,69.950%,2024-01-05 19:00,eec731ba,mmwr/volumes/66/wr/mm6649a1.htm
mmwr,246727,Defl:X,73868,70.061%,2024-01-05 19:00,5f040735,mmwr/volumes/66/wr/mm6649a2.htm
mmwr,228271,Defl:X,72841,68.090%,2024-01-05 19:00,bc3d5996,mmwr/volumes/66/wr/mm6649a3.htm
mmwr,220094,Defl:X,71275,67.616%,2024-01-05 19:00,6c444f02,mmwr/volumes/66/wr/mm6649a4.htm
mmwr,201887,Defl:X,66246,67.187%,2024-01-05 19:00,4f94307f,mmwr/volumes/66/wr/mm6649a5.htm
mmwr,201234,Defl:X,66028,67.188%,2024-01-05 19:00,601af6c1,mmwr/volumes/66/wr/mm6649a6.htm
mmwr,195451,Defl:X,63548,67.486%,2024-01-05 19:00,a695377f,mmwr/volumes/66/wr/mm6649a7.htm
mmwr,195827,Defl:X,63690,67.476%,2024-01-05 19:00,61136762,mmwr/volumes/66/wr/mm6649a8.htm
mmwr,199171,Defl:X,64968,67.381%,2024-01-05 19:00,1c898e3e,mmwr/volumes/66/wr/mm6649a9.htm
mmwr,227765,Defl:X,71126,68.772%,2024-01-05 19:00,e6faa879,mmwr/volumes/66/wr/mm6650a1.htm
mmwr,247347,Defl:X,73945,70.105%,2024-01-05 19:00,e803a2c3,mmwr/volumes/66/wr/mm6650a2.htm
mmwr,223142,Defl:X,71979,67.743%,2024-01-05 19:00,44db8f0f,mmwr/volumes/66/wr/mm6650a3.htm
mmwr,216985,Defl:X,68321,68.513%,2024-01-05 19:00,4b9e07d5,mmwr/volumes/66/wr/mm6650a4.htm
mmwr,213051,Defl:X,68661,67.773%,2024-01-05 19:00,bd3cf688,mmwr/volumes/66/wr/mm6650a5.htm
mmwr,194643,Defl:X,63406,67.424%,2024-01-05 19:00,f3b4c8b5,mmwr/volumes/66/wr/mm6650a6.htm
mmwr,195415,Defl:X,63927,67.287%,2024-01-05 19:00,6e1b98f5,mmwr/volumes/66/wr/mm6650a7.htm
mmwr,231602,Defl:X,71008,69.341%,2024-01-05 19:00,6c691ba7,mmwr/volumes/66/wr/mm665152a1.htm
mmwr,241795,Defl:X,73662,69.535%,2024-01-05 19:00,7bd1e7ba,mmwr/volumes/66/wr/mm665152a2.htm
mmwr,352278,Defl:X,107695,69.429%,2024-01-05 19:00,80564c8e,mmwr/volumes/66/wr/mm665152a3.htm
mmwr,204473,Defl:X,66876,67.293%,2024-01-05 19:00,95c824a2,mmwr/volumes/66/wr/mm665152a4.htm
mmwr,202215,Defl:X,66198,67.264%,2024-01-05 19:00,45c44056,mmwr/volumes/66/wr/mm665152a5.htm
mmwr,199735,Defl:X,65102,67.406%,2024-01-05 19:00,8b178828,mmwr/volumes/66/wr/mm665152a6.htm
mmwr,195640,Defl:X,64078,67.247%,2024-01-05 19:00,c85ac5e2,mmwr/volumes/66/wr/mm665152a7.htm
mmwr,340680,Defl:X,107485,68.450%,2024-01-05 19:00,3f3cf431,mmwr/volumes/67/wr/mm6701a1.htm
mmwr,344504,Defl:X,107208,68.880%,2024-01-05 19:00,6c5b327a,mmwr/volumes/67/wr/mm6701a2.htm
mmwr,349715,Defl:X,104663,70.072%,2024-01-05 19:00,a6990b78,mmwr/volumes/67/wr/mm6701a3.htm
mmwr,316580,Defl:X,103855,67.195%,2024-01-05 19:00,06116c40,mmwr/volumes/67/wr/mm6701a4.htm
mmwr,344959,Defl:X,108610,68.515%,2024-01-05 19:00,c9011f15,mmwr/volumes/67/wr/mm6701a5.htm
mmwr,307961,Defl:X,103279,66.464%,2024-01-05 19:00,e1f3fc98,mmwr/volumes/67/wr/mm6701a6.htm
mmwr,328061,Defl:X,106996,67.385%,2024-01-05 19:00,013c9f8a,mmwr/volumes/67/wr/mm6701a7.htm
mmwr,357997,Defl:X,110566,69.115%,2024-01-05 19:00,f5ca110e,mmwr/volumes/67/wr/mm6701e1.htm
mmwr,285462,Defl:X,96685,66.130%,2024-01-05 19:00,b9ff21fa,mmwr/volumes/67/wr/mm6701a8.htm
mmwr,281878,Defl:X,95618,66.078%,2024-01-05 19:00,7eacb38d,mmwr/volumes/67/wr/mm6701a9.htm
mmwr,283959,Defl:X,96508,66.013%,2024-01-05 19:00,27d5f690,mmwr/volumes/67/wr/mm6701a10.htm
mmwr,247007,Defl:X,75212,69.551%,2024-01-05 19:00,79aaaa15,mmwr/volumes/67/wr/mm6702a1.htm
mmwr,252422,Defl:X,75333,70.156%,2024-01-05 19:00,a86f2284,mmwr/volumes/67/wr/mm6702a2.htm
mmwr,327800,Defl:X,104460,68.133%,2024-01-05 19:00,91190988,mmwr/volumes/67/wr/mm6702a3.htm
mmwr,326965,Defl:X,103811,68.250%,2024-01-05 19:00,52ec4671,mmwr/volumes/67/wr/mm6702a4.htm
mmwr,290900,Defl:X,98889,66.006%,2024-01-05 19:00,29292e4c,mmwr/volumes/67/wr/mm6702a5.htm
mmwr,290895,Defl:X,99074,65.942%,2024-01-05 19:00,1da37237,mmwr/volumes/67/wr/mm6702a6.htm
mmwr,278810,Defl:X,94659,66.049%,2024-01-05 19:00,d81e7bc2,mmwr/volumes/67/wr/mm6702a7.htm
mmwr,278866,Defl:X,94707,66.039%,2024-01-05 19:00,f7597231,mmwr/volumes/67/wr/mm6702a8.htm
mmwr,282881,Defl:X,96076,66.037%,2024-01-05 19:00,d7a3d6be,mmwr/volumes/67/wr/mm6702a9.htm
mmwr,244442,Defl:X,73680,69.858%,2024-01-05 19:00,c13ba242,mmwr/volumes/67/wr/mm6703a1.htm
mmwr,236169,Defl:X,73775,68.762%,2024-01-05 19:00,079f6f4a,mmwr/volumes/67/wr/mm6703a2.htm
mmwr,366630,Defl:X,108556,70.391%,2024-01-05 19:00,69fa8149,mmwr/volumes/67/wr/mm6703a3.htm
mmwr,248307,Defl:X,76676,69.120%,2024-01-05 19:00,446da47b,mmwr/volumes/67/wr/mm6703a5.htm
mmwr,291050,Defl:X,98707,66.086%,2024-01-05 19:00,c29823df,mmwr/volumes/67/wr/mm6703a6.htm
mmwr,284706,Defl:X,96731,66.024%,2024-01-05 19:00,baf8b358,mmwr/volumes/67/wr/mm6703a7.htm
mmwr,284038,Defl:X,96304,66.095%,2024-01-05 19:00,ca9ed9f8,mmwr/volumes/67/wr/mm6704a1.htm
mmwr,321232,Defl:X,103774,67.695%,2024-01-05 19:00,79fdce8d,mmwr/volumes/67/wr/mm6704a2.htm
mmwr,329335,Defl:X,105324,68.019%,2024-01-05 19:00,561a00ef,mmwr/volumes/67/wr/mm6704a3.htm
mmwr,262886,Defl:X,77039,70.695%,2024-01-05 19:00,66799b1c,mmwr/volumes/67/wr/mm6704a4.htm
mmwr,307824,Defl:X,103941,66.234%,2024-01-05 19:00,e6b8a464,mmwr/volumes/67/wr/mm6704a5.htm
mmwr,297064,Defl:X,100017,66.331%,2024-01-05 19:00,3d7778f8,mmwr/volumes/67/wr/mm6704a6.htm
mmwr,281869,Defl:X,95844,65.997%,2024-01-05 19:00,76851952,mmwr/volumes/67/wr/mm6704a7.htm
mmwr,283463,Defl:X,96294,66.029%,2024-01-05 19:00,61231522,mmwr/volumes/67/wr/mm6704a8.htm
mmwr,226404,Defl:X,71274,68.519%,2024-01-05 19:00,4fcc824a,mmwr/volumes/67/wr/mm6705a1.htm
mmwr,213242,Defl:X,69143,67.575%,2024-01-05 19:00,0a2836a5,mmwr/volumes/67/wr/mm6705a2.htm
mmwr,339154,Defl:X,107532,68.294%,2024-01-05 19:00,004662a2,mmwr/volumes/67/wr/mm6705e1.htm
mmwr,294663,Defl:X,99328,66.291%,2024-01-05 19:00,a05f05de,mmwr/volumes/67/wr/mm6705e2.htm
mmwr,303672,Defl:X,101045,66.726%,2024-01-05 19:00,73c67c84,mmwr/volumes/67/wr/mm6705e3.htm
mmwr,319404,Defl:X,103885,67.475%,2024-01-05 19:00,e1c47ff8,mmwr/volumes/67/wr/mm6705a3.htm
mmwr,288514,Defl:X,98211,65.960%,2024-01-05 19:00,f8601ec8,mmwr/volumes/67/wr/mm6705a4.htm
mmwr,284028,Defl:X,96438,66.046%,2024-01-05 19:00,8bf4e36b,mmwr/volumes/67/wr/mm6705a5.htm
mmwr,333803,Defl:X,109374,67.234%,2024-01-05 19:00,7bf023fb,mmwr/volumes/67/wr/mm6706a1.htm
mmwr,335913,Defl:X,108361,67.741%,2024-01-05 19:00,0bddbcfd,mmwr/volumes/67/wr/mm6706a2.htm
mmwr,227173,Defl:X,70876,68.801%,2024-01-05 19:00,9a1b9da6,mmwr/volumes/67/wr/mm6706a3.htm
mmwr,336845,Defl:X,108491,67.792%,2024-01-05 19:00,bf10ff5f,mmwr/volumes/67/wr/mm6706a4.htm
mmwr,319582,Defl:X,102638,67.884%,2024-01-05 19:00,31cd04af,mmwr/volumes/67/wr/mm6706a5.htm
mmwr,292956,Defl:X,98795,66.277%,2024-01-05 19:00,6866dcf2,mmwr/volumes/67/wr/mm6706a6.htm
mmwr,283805,Defl:X,96245,66.088%,2024-01-05 19:00,6813f0e2,mmwr/volumes/67/wr/mm6706a7.htm
mmwr,259189,Defl:X,76884,70.337%,2024-01-05 19:00,2dbf8a56,mmwr/volumes/67/wr/mm6707a1.htm
mmwr,336012,Defl:X,105789,68.516%,2024-01-05 19:00,868ff872,mmwr/volumes/67/wr/mm6707a2.htm
mmwr,304730,Defl:X,102584,66.336%,2024-01-05 19:00,617d1619,mmwr/volumes/67/wr/mm6707a3.htm
mmwr,269888,Defl:X,76197,71.767%,2024-01-05 19:00,1f218437,mmwr/volumes/67/wr/mm6707a4.htm
mmwr,256533,Defl:X,75108,70.722%,2024-01-05 19:00,7b76723e,mmwr/volumes/67/wr/mm6707a5.htm
mmwr,298782,Defl:X,99707,66.629%,2024-01-05 19:00,842e7638,mmwr/volumes/67/wr/mm6707a6.htm
mmwr,278621,Defl:X,94566,66.059%,2024-01-05 19:00,32faac73,mmwr/volumes/67/wr/mm6707a7.htm
mmwr,284678,Defl:X,96642,66.052%,2024-01-05 19:00,b8fa8313,mmwr/volumes/67/wr/mm6707a8.htm
mmwr,328685,Defl:X,105990,67.753%,2024-01-05 19:00,f5d05f33,mmwr/volumes/67/wr/mm6708a1.htm
mmwr,306519,Defl:X,103208,66.329%,2024-01-05 19:00,19eef501,mmwr/volumes/67/wr/mm6708a2.htm
mmwr,217351,Defl:X,70451,67.587%,2024-01-05 19:00,df873ea9,mmwr/volumes/67/wr/mm6708a3.htm
mmwr,304647,Defl:X,101962,66.531%,2024-01-05 19:00,252d1199,mmwr/volumes/67/wr/mm6708a4.htm
mmwr,311056,Defl:X,103881,66.604%,2024-01-05 19:00,6e35b916,mmwr/volumes/67/wr/mm6708a5.htm
mmwr,293001,Defl:X,99394,66.077%,2024-01-05 19:00,2753eab3,mmwr/volumes/67/wr/mm6708a6.htm
mmwr,294390,Defl:X,99601,66.167%,2024-01-05 19:00,4a8f5830,mmwr/volumes/67/wr/mm6708a7.htm
mmwr,283142,Defl:X,96182,66.030%,2024-01-05 19:00,1fa19223,mmwr/volumes/67/wr/mm6708a8.htm
mmwr,308912,Defl:X,102152,66.932%,2024-01-05 19:00,fe427906,mmwr/volumes/67/wr/mm6709a1.htm
mmwr,308627,Defl:X,103161,66.574%,2024-01-05 19:00,0a90a5a1,mmwr/volumes/67/wr/mm6709a2.htm
mmwr,304865,Defl:X,101967,66.553%,2024-01-05 19:00,e697c9a4,mmwr/volumes/67/wr/mm6709a3.htm
mmwr,254239,Defl:X,76989,69.718%,2024-01-05 19:00,bb8f3ec2,mmwr/volumes/67/wr/mm6709e1.htm
mmwr,201820,Defl:X,66416,67.091%,2024-01-05 19:00,b9481942,mmwr/volumes/67/wr/mm6709a4.htm
mmwr,283943,Defl:X,96434,66.038%,2024-01-05 19:00,9717d893,mmwr/volumes/67/wr/mm6709a5.htm
mmwr,196363,Defl:X,64117,67.348%,2024-01-05 19:00,5f3f298a,mmwr/volumes/67/wr/mm6710a1.htm
mmwr,314060,Defl:X,102828,67.258%,2024-01-05 19:00,30204114,mmwr/volumes/67/wr/mm6710a2.htm
mmwr,340439,Defl:X,107714,68.360%,2024-01-05 19:00,0e3675e6,mmwr/volumes/67/wr/mm6710a3.htm
mmwr,327185,Defl:X,104891,67.941%,2024-01-05 19:00,8e698088,mmwr/volumes/67/wr/mm6710a4.htm
mmwr,315480,Defl:X,104745,66.798%,2024-01-05 19:00,3fee569d,mmwr/volumes/67/wr/mm6710a5.htm
mmwr,293567,Defl:X,99175,66.217%,2024-01-05 19:00,0f75175d,mmwr/volumes/67/wr/mm6710a6.htm
mmwr,294416,Defl:X,100323,65.925%,2024-01-05 19:00,0a3bb2d9,mmwr/volumes/67/wr/mm6710a7.htm
mmwr,284064,Defl:X,96457,66.044%,2024-01-05 19:00,144f9eec,mmwr/volumes/67/wr/mm6710a8.htm
mmwr,280817,Defl:X,95492,65.995%,2024-01-05 19:00,f2f42088,mmwr/volumes/67/wr/mm6711a1.htm
mmwr,334744,Defl:X,105845,68.380%,2024-01-05 19:00,9b0e44e9,mmwr/volumes/67/wr/mm6711a2.htm
mmwr,319861,Defl:X,104980,67.179%,2024-01-05 19:00,dd4252a4,mmwr/volumes/67/wr/mm6711a3.htm
mmwr,313178,Defl:X,104125,66.752%,2024-01-05 19:00,f8108152,mmwr/volumes/67/wr/mm6711a4.htm
mmwr,301205,Defl:X,101889,66.173%,2024-01-05 19:00,025ec8e8,mmwr/volumes/67/wr/mm6711a5.htm
